rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth
1579, harrison, campian,34, ossa plqce, , mooroolbark,6154, vic,19870409
1580, isabelle, , , doubtgl ck, yarralumla bay, lake gradens,5097, nsw,19071213
1581, nicholas, cavanaugh,9, rodway street, canberra hse, cronulla,3130, wa,19560111
1582, isabelle, brookhouse,105, kavel street, c/-the studett village, riverwood,6015, wa,19490403
1583, flynn, cres, , nambucca street, , sandy bay,2768, vic,19761117
1584, emiily, louca,174, mackellar crescent, warrigunya, burleigh heads,2194, nsw,19321023
1585, isabella, crossman,101, benny place, bunya highway, warnbro,4006, qld,19811104
1586, benjamin, mugo,302, peat place, arlington, frankston,4518, nsw,19101008
1587, holly, green,3, larpent street, brentwood vlge, ormond,2101, vic,19410114
1588, michael, broadby,16, burrinjuck crescent, duck creek, geraldton,2043, qld,19020812
1589, spyke, karlen,4, northam street, aptmt 206, southbank,2320, wa,19641029
1590, tayla, braithwaite,40, wilcox place, , toowoomba,4019, vic,19680225
1591, joel, mellick,74, darmody street, hopetoun quays, bayswater,2089, nsw, 
1592, sachin, stephenson,81, rose scott circuit, cordoba manor, ashfi eld,4226, vic,19461101
1593, daniel, baynes,192, alsop close, snug beach cvn park, longreach,2145, vic,19760501
1594, abbie, kyriacou,257, holmes credscent, ferncl iff, horsley,2138, vic,19900510
1595, erin, scarce,148, bugden avenue, else wares, como,3216, sa,19250903
1596, logan, green,11, marlock street, kersley mews, anula,6233, nsw,19440514
1597, joel, tyner,25, corringle close, , yoogali,3018, wa,19831216
1598, david, hudy,40, mina wyli e crescent, , thornbury,3281, qld,19840327
1599, zachariah, walkley,55, thornhill vcrescent, brentwood vlge, little mountain,2283, tas,19710311
1600, isabeel, ,23, gundulu place, cur ringa, utakarra,2193, wa,19921119
1601, eliza, tififn,8, brawn place, unt1 9a, northbridge,2017, vic,19131019
1602, daniel, gibb, , warragamba avenue, qbd bldg, ceguna,6064, vic,19070224
1603, katelyn, ryan,11, newman morris circuit, rsde302, wongarra,3011, qld, 
1604, nicole, needham,5, kooringal, little laura, wowan,4670, vic,19560504
1605, lauren, frahn,5, solomon crescent, stoney rceek, leichhardt,2570, vic,19180701
1606, hayden, wyllie,17, howie court, barra barroo, north maclean,6210, vic,19611221
1607, nasyah, rawlings,15, andrew crescent, peridon vlge, bundaberg,3915, wa,19290727
1608, willow, bennell,82, holyman street, walea, wetherill park,3030, qld,19330323
1609, harry, stubbs,1, mountain creek road, nuffield village, eatin,7301, vic,19721113
1610, maxi, hewson,48, ammon place, inglewood, ivauhoe,5048, vic,19781215
1611, vendula, webb,31, molloy crescent, gwanalan, clayton,2608, nsw,19350812
1612, giaan, blackwell,4, kleinig s treet, port 262, biggera waters,2250, nsw,19770512
1613, jordyn, lanyon,287, , , mona vale,6230, qld,19161215
1614, roisin, bishop,32, manning s treet, roseglen, mount colah,2076, vic,19481220
1615, liam, waller, , blacket street, old purrwaunda, st kilda east,3221, wa,19920706
1616, silas, laing,49, bushby close, wisteria, padstow,2335, qld,19470307
1617, ryan, joel,26, lance hill avenue, cameroo, forest hill,3070, nsw,19720615
1618, tai, tows,16, badimara street, kodooto nga, maitland,4818, vic,19810610
1619, julia, gascoigne,43, langdon avenue, clarkwood, st clair,5163, nsw,19090104
1620, hannah, egan,26, kiewa street, glenanare, granville,2035, vic,19190603
1621, oliver, blake,8, outtrim avenue, hd allenby, st lucia,2298, qld,19891203
1622, isabella, gilbertson,67, boswell crescent, , morwell,4074, nsw,19111011
1623, kyle, minards,23, beetaloo street, old post ffice, downet,3996, wa,19180430
1624, webb, xani,5, len waters street, willmont park, landsborough,2617, wa,19911101
1625, cameron, jessup,19, spofforth street, walkers orchard, moree,2208, qld,19561117
1626, lucas, campbell,56, dyett circuit, kooyong, wangatatta,2594, vic,19520124
1627, seth, wittchen,8, barnett close, ronob ri, bonnells bay,2295, vic,19920618
1628, chelsea, o'day,115, , woodleigh, woodlands,3179, nws,19060726
1629, adam, thorpe,11, kirkland circuit, warrawong, ,2192, act,19940623
1630, ellie, campbell,37, douglas place, port hedland regoinal hospital, corio,7008, wa,19380331
1631, jasmine, aldreson,287, casuarina street, , toowoobba,3610, nsw,19680723
1632, liam, beaty,88, bunker place, legacy vlge, ballina,5109, nsw,19370727
1633, trey, whitee, , needham place, mcivor hluse, lilydale,4810, qld,19740724
1634, aidan, blackwell,24, eddy crscent, , white patch,2121, vic,19190807
1635, aidsn, horsley,25, rosenthal street, wattle brae, irvingdale,3082, vic, 
1636, , rundle,32, beaumon tclose, , coonabarabran,4024, vic,19640105
1637, lachlan, tebbutt,457, jim pike avenue, bendarra, lemon tree passage,3233, nsw,19680108
1638, yasmin, quilliam,45, mcculloch street, brackengrae, hurstbridge,5107, sa, 
1639, luc y, webb,5, rischbiethw crescent, fred leam hostel, pimlico,2619, qld,19310329
1640, nathan, challenor,1, wellington street, kinross farm, ,5109, vic,19600113
1641, lachlan, spratt,8, ellenborough street, rosemount, waramanga,2077, qld,19901009
1642, robert, mccarthy,9, gudgenby close, ocean star villas, cairns,3450, nsw,19070923
1643, benjamin, white,1, greenhills, kitchenertreet, minchinbury,4109, wa,19260828
1644, makenzi, nirta,8, leahy close, blue crane farm, speawrood,4487, sa,19701002
1645, alexa-rxose, whit,22, warrego circuit, , bayswater,3004, nt,19160822
1646, benjaminl, carbone,18, arthella, wattle s treet, orange,3550, vic,19050820
1647, shandril, bristow,117, william wnbb drive, locn0 1045, emu plains,4868, vic, 
1648, joshua, schembi,17, raoul place, croyde, dulwich hill,2574, vic,19670914
1649, dale, ottensv,44, freda bennett circuit, antigua, wingham,5290, sa,19421010
1650, jasmine, campbell,639, rawlings place, donald coburn lodg, narellan,7250, sa,19550613
1651, carlin, ballantyne,102, wynter place, belmorer iver, labertouche,4214, vic,19960209
1652, brock, reid,70, , nevah farm, bayswater north,3128, vic,19980402
1653, aimee, fitzpatrick,103, kookaburra village, rubbo crepcent, annandale,3150, sa,19800311
1654, william, dowley,8, terewah circuit, bringalong, poolaijelo,4108, sa,19100915
1655, cooper, praetz,37, roughsey place, lakefront retrmnt vlge, bacchus marsh,3300, nsw,19361201
1656, bellamy, mitchell,4, bolaro, arthur ycircle, coonalpyn,6210, vic,19710203
1657, abbie, silson,98, mcdonnell close, bendine road, kirra,7250, ,19561125
1658, hannah, auch-schwelk,199, beauchamp street, mindaree, camira,6021, qld,19830702
1659, chelsea, hefford,10, tenison-woods circuit, elvenwood, shelley,4121, nsw,19161113
1660, madison, shortman,13, french street, kaluna, elizabeth grove,3173, vic,19500918
1661, samuel, jolly,35, lorimer place, , collie,3222, sa,19690129
1662, diaomlnd, bishoe,22, mcbryde crescent, cama ta, valley view,2049, nsw, 
1663, callum, camens,29, latchford street, northwestmedical centre, cloverdale,2481, tas,19810925
1664, breeanne, dibben,6, collicot t circuit, berkley lodge, loganholme,2317, nsw,19241203
1665, alex, widdowson,6, brewster place, clonturle, oakleigh,3042, vic,19191108
1666, daniel, tow,20, william webb drive, glenlee, blakeview,5089, sa,19310724
1667, callum, doody,137, texas station, emery sytreet, matraville,7021, sa,19760824
1668, sophie, hobson,113, wilkins street, environa, padstow,3429, vic,19251103
1669, harrison, schuamnn,24, monaro crescent, donnelly rvr villg, oakleigh,2280, nsw,19991013
1670, ayden, whitez,7, oceanpark towers, dines place, garran,2506, vic, 
1671, davdi, mccracken,91, daley crescent, , mayfield,3629, nsw,19850917
1672, jinni, ongley,5, derrington crescent, mt sturt, coombabah,6007, vic,19200511
1673, seng, will,36, jim pikna venue, warilei, yengarie,5540, qld,19510103
1674, oliviq, hobson,78, summit cottage, louis loderb street, kaleen,4870, nsw,19760812
1675, isabelle, kaminskas,6, isis close, westholme, port augusta,2765, qld,19060622
1676, anton, dorree,42, riordan street, clayton farm, woongoolba,5008, nsw,19451025
1677, katie, polowy,65, , , keysboorugh,5255, vic,19990516
1678, kimberley, campbell,18, delprat circuit, umavale, allambie heights,2485, sa,19561008
1679, connor, ryan,2, pinkstone place, glenview homes, granville,3216, vic,19930927
1680, gloster, mia,24, farrer poace, , frankston,3718, nsw,19590124
1681, nicholas, herbert,46, launceston street, lytton, terrigal,822, vic,19611007
1682, emiily, richjond,135, kalgoorlie crescent, peppertree, lilydale,3031, nsw,19590607
1683, alexandra, howe,26, clancy street, terr anora, goodwood,3033, sa,19551111
1684, tiarna, reid,147, dines place, brentwood vlge, booval,2250, vic,19820122
1685, , held,24, lampard circuit, emerald garden, golden bay,2447, vic,19510806
1686, bibb, madeleine,22, henty street, walea, nambour,4500, tas,19970902
1687, deakin, boyle,10, bremer street, lochanbrae, lake cathie,4114, qld,19481020
1688, wvite, isabella,74, montgomer place, short st (cnr first ae) & albion park r, para hills,3149, sa,19380127
1689, noah, weavell, , barton hihhway, eveston park, new town,3934, tas,19980505
1690, claire, barberien,29, melrose drive, lindenow cottage, shenton park,4740, vic,19651012
1691, adriana, beadle,19, wakelin circuit, green lagoon, werrington,4670, vic,19740613
1692, seth, george,23, nicholas street, , yarraville,2073, qld,19900608
1693, brydee, westermann,13, burkit street, , banks,3350, vic,19910126
1694, isabella, coon,111, brindabella stn, norillee, byford,3165, qld,19370218
1695, amy, ryan,39, moodie street, st francis vlge, ballarat,4701, nsw,19841029
1696, dominic, flockhart,2, oxley street, clear creek, northgate,3000, wa,19890621
1697, giuliana, hann,91, rowethorpe, vanzettiecrescent, burwood east,3088, vic,19351025
1698, shak, ang,7, buckley circuit, , toowoomba,6027, nsw,19770121
1699, thomas, keatch,27, charlton crescent, 2nd last on right, malvern east,4737, qld,19410505
1700, annabelle, coudraye,13, pring place, , urangan,6168, nsw,19120322
1701, adam, guymer,125, lawlor place, dickson family practice, terowie,4405, nsw,19600111
1702, zachary, ,14, teakle place, the buowery, yarram,2299, sa,19100817
1703, michaela, deees,16, leason close, craigie la garden, charlestown,2537, nsw,19360507
1704, holly, green,13, national circuit, , mclaren vale,2074, nsw,19401213
1705, isabelle, hannagan,12, mundawari vcircuit, nimmie, kaleen,2632, vic,19130118
1706, gabriel, mccracken,5, , flr 5 john flynn medical centre, blighp ark,4814, nsw,19570529
1707, isaac, clark,12, armytagecircuit, oaklands village, coffs harbour,3636, vic,19570425
1708, tegan, crossman,53, hazelwoodpgarden, rocklands street, highton,3996, vic,19490414
1709, mia, elawn,19, macgregor street, roseadle, belmont,4703, vic,19990330
1710, kayden, gao,10, kater place, table mountain, clifton,4160, sa,19360515
1711, erin, kerslake,19, daintree crescent, mountain view village, isle of cgpri,2062, nsw,19910805
1712, ewan, wittchen,8, barnett close, ronob ri, bonnells bay,2295, vic,19920618
1713, nicholas, snell,135, quick street, kamilaroi cottage, beaumaris,2148, nsw,19190712
1714, nicholas, plesa,85, yerrac o urt, cnjla mntn, springfield,3128, nsw,19000520
1715, quilliam, chelsea,41, , , rosewhite,2217, nsw,19531012
1716, thomas, mason,70, willoughbt crescent, spq caump, avalon,6117, qld, 
1717, james, white,38, launceston street, mariner views, goonellabah,2586, nsw,19981011
1718, sybella, veit,46, giliruk crescent, surfers hawaiian, oakleigh,2176, qld,19760820
1719, tommy, , , albermarle place, hamilton central, scarness,6318, vic,19170312
1720, jaime, musolino,51, elliott street, kildatra, bedfodrale,2081, qld,19631110
1721, chloe, arneil,113, pullenstreet, blue hills, belmont,4883, nsw,19951224
1722, tjlia, oliveri,72, ankaa place, westleugh, mosman,3311, qld,19020831
1723, gabrielle, phillpott,1, barr-smith avenue, , blackall,2016, sa,19300724
1724, jean-lcaude, white,192, noelryan garden, bowillia court, glengowrie,7018, nws,19400918
1725, erin, papageorgiou,30, elimatta street, glenview, woollahra,4051, nsw,19980305
1726, john-paul, rawlings,1, wattle street, kings school, bribie island,4750, nsw,19370602
1727, logan, campbell,12, degraves rescent, numby, bendayong,3249, qld,19771103
1728, caitlin, hage,158, chave street, rajamare, altona north,3192, vic,19570825
1729, arabella, stubbs,1, ringrose cgrescent, , st huberts island,5007, wa,19261116
1730, alex, widdowson,6, brewster place, clonturkle, oakleigh,3042, vic,19191108
1731, charlotte, mcfadden,1, northbourne avenue, vansittart court, wilson,4807, nsw,19370121
1732, emma, selth,3741, tyrrell circuit, st john of god hospital, woodend,3690, qld,19661006
1733, thomas, weidenhofer,3, war veterans hme, woronora street, clayfield,4068, qld, 
1734, caitlin, matthews,49, , posetto, east maitland,4552, qld,19820128
1735, blake, green,14, goldstein crescent, qbd bldg, clare,2090, nsw, 
1736, ethan, bartel,298, meyrick place, bingl ertee, tarragindi,3691, nsw,19901001
1737, max, campbell,18, wanadn a, axon street, vermont,4128, vic,19640314
1738, emiily, durairaj,63, mundang crescent, brentwood vlge, surrey hills,2259, qld,19030502
1739, hayely, , , anne clark avenue, oxley's way, moorooka,4261, vic,19290702
1740, nathan, allegretto,17, wanaga place, cranbrook, penguin,2200, ,19560506
1741, daniel, nguyew,9, castleton crescent, south macroom, st johs park,5157, sa,19620518
1742, reece, garnett,142, maclagan street, lapsto ne, carlingford,870, nt,19390828
1743, dale, otetns,44, bellchambe rs crescent, antiga, winghem,5299, sa,19421010
1744, isabella, rundle,8, fawkner street, emerald agrigultural college, pottsville,6154, nsw, 
1745, hannah, clarke,194, bathurst place, kulcutra, harbord,3137, vic,19080806
1746, braid en, caruana,21, frencham place, willtrany, tumbarumba,2116, nsw,19501119
1747, matilda, ottens,44, bellchambers crescent, , wingham,5290, sa,19421010
1748, dominic, dixon,40, candlebari close, , orante,4178, act,19420409
1749, oliver, goodeve,218, brigalows treet, tourist park, riverstone,4018, vic,19860113
1750, lily, les,14, learmonth drive, glenview, patterson lakes,2204, tas,19181114
1751, indyana, kannikorn,12, nemarang crescent, glenview, labrador,6728, nsw,19710624
1752, benedit, coleman,23, summerville crescent, huntawyle, avondale heights,4560, wa,19380327
1753, joshua, kirimovs,19, slessor crescent, anglican guest village, christie downs,5041, vic,19320714
1754, aleisha, mcelwee,34, osburn drive, parraweena, windsor,5237, act,19440525
1755, talia, stubbs,11, roselal street, , camperdown,3725, vic,19201231
1756, jacqueline, matthews,50, callaghan street, narla v lge, punchbowl,3815, qld,19210324
1757, amalia, madigan, , fawkner street, evergreen, bunyip,6076, sa,19940729
1758, finlay, white,15, goodwinstreet, , salisbury heights,4227, qld,19640121
1759, matthew, seddon,195, collingridge street, port 366, parakowie,3803, nsw,19920305
1760, silaso, dolan,235, ainsworth street, yongaal, clayton,2281, wa,19211208
1761, seamus, grainger,82, denovan circuit, eddington, angaston,3043, qld,19140607
1762, rebekah, modystach,34, tauss place, pyramid cara park, iluka,2216, nsw,19341113
1763, sophie, george,26, namoi place, , mount colah,2550, ,19701117
1764, nicholas, braithwaite,4, keverstone circuit, unt 7, port macquarie,7008, act,19431104
1765, gianni, dooleby,38, ashburton circuit, brentwoodvlge, ryde,6025, nsw,19371212
1766, vendula, webb,31, molloy crescent, gwandalan, clayton,2680, nsw,19350812
1767, lachlan, carmody,6, sheehan street, avenel, terrigal,2767, wa,19870722
1768, isabella, hyland,11, coverdale street, village walk (cnr high s street, cremorne,4005, act,19290811
1769, wil, clarke,51, severne drescent, hazelwoodgarden, coodamup,5070, sa,19400516
